著者名,作品名,入力文字数,収集率,不一致の行数
野村胡堂,銭形平次捕物控_124唖娘,11913,0.957,9
野村胡堂,銭形平次捕物控_126辻斬,10789,0.967,9
野村胡堂,銭形平次捕物控_127弥惣の死,11106,0.959,8
野村胡堂,銭形平次捕物控_137紅い扱帯,10692,0.941,13
野村胡堂,銭形平次捕物控_138第廿七吉,11054,0.977,7
野村胡堂,銭形平次捕物控_140五つの命,10607,0.993,2
野村胡堂,銭形平次捕物控_141二枚の小判,12209,0.938,15
野村胡堂,銭形平次捕物控_143仏喜三郎,10428,0.953,10
野村胡堂,銭形平次捕物控_144茶碗割り,10146,0.967,8
野村胡堂,銭形平次捕物控_146秤座政談,10167,0.96,10
野村胡堂,銭形平次捕物控_147縞の財布,9940,0.954,11
野村胡堂,銭形平次捕物控_150槍の折れ,13322,0.966,11
野村胡堂,銭形平次捕物控_152棟梁の娘,14783,0.938,18
野村胡堂,銭形平次捕物控_182尼が紅,10475,0.959,7
野村胡堂,銭形平次捕物控_200死骸の花嫁,12062,0.945,12
野村胡堂,銭形平次捕物控_237毒酒薬酒,24417,0.912,43
野村胡堂,銭形平次捕物控_239群盗,26124,0.911,45
野村胡堂,銭形平次捕物控_241人違い殺人,25450,0.979,8
野村胡堂,銭形平次捕物控_242腰抜け彌八,25198,0.975,21
野村胡堂,銭形平次捕物控_243猿回し,24599,0.979,15
野村胡堂,銭形平次捕物控_245春宵,24567,0.971,17
野村胡堂,銭形平次捕物控_297花見の留守,13928,0.948,12
野村胡堂,銭形平次捕物控_320お六の役目,13478,0.978,5
野村胡堂,銭形平次捕物控_321橋場の人魚,13318,0.976,8
野村胡堂,銭形平次捕物控_349笛吹兵二郎,10902,0.977,5
野村胡堂,銭形平次捕物控_376橋の上の女,11603,0.97,6
金子ふみ子,父,10025,0.955,11
鈴木三重吉,ぶくぶく長々火の目小僧,11565,0.921,25
鈴木三重吉,やどなし犬,9432,0.949,14
鈴木三重吉,デイモンとピシアス,4621,1,0
鈴木三重吉,千鳥,19875,0.904,67
鈴木三重吉,大震火災記,11201,0.916,12
鈴木三重吉,岡の家,2793,1,0
鈴木三重吉,湖水の女,5383,0.954,6
鈴木三重吉,黄金鳥,12805,0.952,15
長谷川伸,瞼の母,25556,0.945,31
須川邦彦,無人島に生きる十六人,99571,0.991,23
高山毅,福沢諭吉_ペンは剣よりも強し,54288,0.983,20
高村光太郎,智恵子の半生,12693,0.906,17
高浜虚子,俳句とはどんなものか,50722,0.919,95
高浜虚子,別府温泉,13266,0.986,5
高浜虚子,子規居士と余,48697,0.957,37
高見順,いやな感じ,289220,0.938,529
高見順,如何なる星の下に,118550,0.922,167
黒島伝治,まかないの棒,4486,0.953,6
黒島伝治,砂糖泥棒,4075,0.934,11
黒島伝治,紋,4444,0.936,10
黒島伝治,老夫婦,12841,0.923,29
黒島伝治,雪のシベリア,9133,0.91,23
